0.950200000000000   0.014769500000000
0.900600000000000   0.021612400000000
0.851200000000000   0.029849600000000
0.801800000000000   0.039280400000000
0.752400000000000   0.048810500000000
0.702800000000000   0.058040300000000
0.653100000000000   0.067070100000000
0.603100000000000   0.075102200000000
0.552600000000000   0.081438400000000
0.501500000000000   0.085878800000000
0.450200000000000   0.087830900000000
0.409200000000000   0.087602700000000
0.348300000000000   0.085476700000000
0.297400000000000   0.081963000000000
0.246700000000000   0.076760700000000
0.196100000000000   0.069868800000000
0.145600000000000   0.060988800000000
0.095400000000000   0.049327300000000
0.070400000000000   0.042204800000000
0.045600000000000   0.033692000000000
0.021200000000000   0.022796400000000
0.009300000000000   0.015611400000000
0.004700000000000   0.011983200000000
0.002400000000000   0.009870760000000
0                   0

0 0
0.0076 -0.00757866 
0.0103 -0.00874397 
0.0157 -0.0106768 
0.0288 -0.0140212 
0.0544 -0.0186277 
0.0796 -0.0217466 
0.1046 -0.0241715 
0.1544 -0.0276309 
0.2039 -0.0299 
0.2533 -0.0313745 
0.3026 -0.0320545 
0.3517 -0.0322393 
0.4008 -0.0318274 
0.4498 -0.0307203 
0.4985 -0.0286219 
0.5474 -0.0256263 
0.5969 -0.0218288 
0.6469 -0.0171311 
0.6972 -0.0119329 
0.7476 -0.00693268 
0.7982 -0.00183088 
0.8488 0.00307202 
0.8994 0.00698039 
0.9498 0.00969325 
1 0.010415 
