0.950000000000000   0.002600000000000
0.900000000000000   0.007100000000000
0.850000000000000   0.012300000000000
0.800000000000000   0.017900000000000
0.750000000000000   0.023600000000000
0.700000000000000   0.029000000000000
0.650000000000000   0.034200000000000
0.600000000000000   0.038900000000000
0.550000000000000   0.043000000000000
0.500000000000000   0.046300000000000
0.450000000000000   0.048700000000000
0.400000000000000   0.050000000000000
0.350000000000000   0.049800000000000
0.300000000000000   0.048500000000000
0.250000000000000   0.046300000000000
0.200000000000000   0.042900000000000
0.150000000000000   0.038400000000000
0.100000000000000   0.032200000000000
0.075000000000000   0.028200000000000
0.050000000000000   0.023500000000000
0.025000000000000   0.017100000000000
0.012500000000000   0.012600000000000
0.007500000000000   0.009900000000000
0.005000000000000   0.008200000000000
0                   0

0 0
0.005 -0.0082 
0.0075 -0.0099 
0.0125 -0.0126 
0.025 -0.0171 
0.05 -0.0235 
0.075 -0.0282 
0.1 -0.0322 
0.15 -0.0384 
0.2 -0.0429 
0.25 -0.0463 
0.3 -0.0485 
0.35 -0.0498 
0.4 -0.05 
0.45 -0.0487 
0.5 -0.0463 
0.55 -0.043 
0.6 -0.0389 
0.65 -0.0342 
0.7 -0.029 
0.75 -0.0236 
0.8 -0.0179 
0.85 -0.0123 
0.9 -0.0071 
0.95 -0.0026 
1 0 
