        ***************************************************************
        **                                                           **
        **                  FLUTTER SUMMARY                          **
        **                                                           **
        ***************************************************************




PARAMETERS USED FOR AEROELASTIC ANALYSIS

AEROELASTIC BASE SIZE:                        14
REDUCED FREQUENCIES NUMBER:                   5


REDUCED FREQUENCY LIST:

0.00100  
0.01000  
0.10000  
0.60000  
1.00000  


REFERENCE CHORD:                          2.194500e+00
REFERENCE DENSITY:                             1.225000e+00
STRUCTURAL DAMPING:                            0


                    FREQUENCY SWEEP

DELTA V:                                       6.8
MAXIMUM VELOCITY:                              340
MAXIMUM DELTA V:                               10
MINIMUM DELTA V:                               0.01
CONVERGENCE CRITERION (%):                     0.001 
ERROR CRITERION FOR STEP INCREASING (%):       0.001 
MAXIMUM NUMBER OF ITERATIONS FOR FIRST STEP:   100 
MAXIMUM NUMBER OF ITERATIONS DURING SWEEP:     101 




MODE NUMBER: 7, OMEGA: 0.729207.

Reduced Frequency   Velocity            Damping             Frequency           Real(Eig)           Imag(Eig)           Damp_Vder           Freq_Vder
0.158715            263.600000          -0.372767           3.034224            -0.565530           19.064591           -0.000100           0.001503            
0.153681            273.600000          -0.385124           3.049442            -0.587207           19.160211           -0.000097           0.001540            
0.149019            283.600000          -0.397098           3.065006            -0.608554           19.258002           -0.000094           0.001573            
0.144689            293.600000          -0.408632           3.080880            -0.629473           19.357742           -0.000090           0.001602            
0.140656            303.600000          -0.419665           3.097027            -0.649857           19.459192           -0.000086           0.001627            
0.136891            313.600000          -0.430135           3.113403            -0.669591           19.562091           -0.000081           0.001648            
0.133366            323.600000          -0.439971           3.129966            -0.688548           19.666157           -0.000076           0.001664            
0.130059            333.600000          -0.449104           3.146666            -0.706590           19.771084           -0.000070           0.001675            
0.128046            340.000000          -0.454544           3.157402            -0.717588           19.838539           -0.000066           0.001679            


MODE NUMBER: 14, OMEGA: 3.480005.

Reduced Frequency   Velocity            Damping             Frequency           Real(Eig)           Imag(Eig)           Damp_Vder           Freq_Vder

7.054971            6.800000            -0.003948           3.479275            -0.006868           21.860928           -0.000046           -0.000095           
3.526919            13.600000           -0.007774           3.478715            -0.013522           21.857413           -0.000044           -0.000070           
2.032165            23.600000           -0.013089           3.478208            -0.022763           21.854223           -0.000041           -0.000032           
1.427299            33.600000           -0.017923           3.478074            -0.031169           21.853382           -0.000036           0.000005            
1.100010            43.600000           -0.022173           3.478304            -0.038562           21.854827           -0.000031           0.000041            
0.894931            53.600000           -0.025783           3.478875            -0.044849           21.858416           -0.000027           0.000072            
0.754397            63.600000           -0.029008           3.479700            -0.050469           21.863601           -0.000025           0.000092            
0.652083            73.600000           -0.032166           3.480689            -0.055980           21.869816           -0.000025           0.000105            
0.574265            83.600000           -0.035416           3.481796            -0.061655           21.876766           -0.000026           0.000116            
0.513089            93.600000           -0.038760           3.482996            -0.067501           21.884311           -0.000027           0.000124            
0.463734            103.600000          -0.042105           3.484281            -0.073352           21.892385           -0.000026           0.000132            
0.423077            113.600000          -0.045383           3.485641            -0.079094           21.900929           -0.000026           0.000139            
0.389007            123.600000          -0.048557           3.487067            -0.084661           21.909888           -0.000025           0.000146            
0.360043            133.600000          -0.051605           3.488551            -0.090014           21.919212           -0.000024           0.000151            
0.335118            143.600000          -0.054518           3.490086            -0.095136           21.928859           -0.000023           0.000156            
0.313442            153.600000          -0.057291           3.491667            -0.100021           21.938789           -0.000022           0.000160            
0.294419            163.600000          -0.059927           3.493287            -0.104672           21.948971           -0.000020           0.000164            
0.277591            173.600000          -0.062431           3.494944            -0.109097           21.959378           -0.000019           0.000167            
0.262599            183.600000          -0.064809           3.496632            -0.113307           21.969988           -0.000018           0.000170            
0.249157            193.600000          -0.067069           3.498350            -0.117316           21.980782           -0.000018           0.000173            
0.237038            203.600000          -0.069218           3.500095            -0.121135           21.991745           -0.000017           0.000176            
0.226055            213.600000          -0.071265           3.501865            -0.124780           22.002865           -0.000016           0.000178            
0.216055            223.600000          -0.073216           3.503658            -0.128261           22.014130           -0.000015           0.000180            
0.206914            233.600000          -0.075078           3.505472            -0.131592           22.025533           -0.000014           0.000183            
0.198524            243.600000          -0.076859           3.507308            -0.134785           22.037065           -0.000014           0.000185            
0.190796            253.600000          -0.078565           3.509163            -0.137849           22.048722           -0.000013           0.000186            
0.183656            263.600000          -0.080201           3.511037            -0.140794           22.060497           -0.000013           0.000188            
0.177039            273.600000          -0.081773           3.512929            -0.143631           22.072386           -0.000012           0.000190            
0.170889            283.600000          -0.083286           3.514839            -0.146368           22.084386           -0.000012           0.000192            
0.165159            293.600000          -0.084745           3.516766            -0.149014           22.096493           -0.000011           0.000194            
0.159807            303.600000          -0.086155           3.518710            -0.151576           22.108705           -0.000011           0.000195            
0.154798            313.600000          -0.087520           3.520670            -0.154064           22.121020           -0.000011           0.000197            
0.150098            323.600000          -0.088845           3.522646            -0.156485           22.133437           -0.000010           0.000198            
0.145681            333.600000          -0.090136           3.524638            -0.158849           22.145955           -0.000010           0.000200            
0.142991            340.000000          -0.090946           3.525922            -0.160334           22.154020           -0.000010           0.000201            


MODE NUMBER: 15, OMEGA: 4.354487.

Reduced Frequency   Velocity            Damping             Frequency           Real(Eig)           Imag(Eig)           Damp_Vder           Freq_Vder

8.808750            6.800000            -0.047587           4.344179            -0.103364           27.295283           -0.000558           -0.001363           
4.396035            13.600000           -0.095335           4.335954            -0.206684           27.243601           -0.000559           -0.001056           
2.528452            23.600000           -0.165300           4.327642            -0.357679           27.191375           -0.000554           -0.000606           
1.774366            33.600000           -0.234376           4.323814            -0.506699           27.167327           -0.000545           -0.000160           
1.367595            43.600000           -0.302020           4.324426            -0.653031           27.171171           -0.000531           0.000281            
1.113727            53.600000           -0.367747           4.329403            -0.796063           27.202443           -0.000514           0.000713            
0.940614            63.600000           -0.431091           4.338634            -0.935172           27.260441           -0.000494           0.001125            
0.815246            73.600000           -0.491942           4.351623            -1.070374           27.342055           -0.000475           0.001461            
0.720378            83.600000           -0.550593           4.367683            -1.202407           27.442964           -0.000459           0.001746            
0.646181            93.600000           -0.607233           4.386463            -1.331802           27.560962           -0.000443           0.002008            
0.586652            103.600000          -0.662007           4.407830            -1.459008           27.695215           -0.000429           0.002265            
0.537918            113.600000          -0.715005           4.431790            -1.584377           27.845756           -0.000415           0.002528            
0.497367            123.600000          -0.766236           4.458413            -1.708098           28.013035           -0.000401           0.002799            
0.463172            133.600000          -0.815850           4.487798            -1.830684           28.197666           -0.000389           0.003080            
0.434014            143.600000          -0.864266           4.520041            -1.953258           28.400254           -0.000382           0.003369            
0.408910            153.600000          -0.912261           4.555164            -2.077749           28.620939           -0.000383           0.003653            
0.387103            163.600000          -0.960862           4.592979            -2.206610           28.858541           -0.000392           0.003902            
0.367981            173.600000          -1.010774           4.632977            -2.341446           29.109853           -0.000402           0.004086            
0.351055            183.600000          -1.061598           4.674468            -2.481204           29.370551           -0.000405           0.004204            
0.335949            193.600000          -1.111840           4.716965            -2.622256           29.637565           -0.000393           0.004294            
0.322388            203.600000          -1.159770           4.760372            -2.760468           29.910298           -0.000368           0.004391            
0.310168            213.600000          -1.204085           4.804884            -2.892744           30.189979           -0.000336           0.004517            
0.299130            223.600000          -1.244026           4.850839            -3.017286           30.478722           -0.000299           0.004681            
0.289147            233.600000          -1.279287           4.898646            -3.133388           30.779100           -0.000262           0.004889            
0.280115            243.600000          -1.309984           4.948785            -3.241413           31.094134           -0.000227           0.005149            
0.271953            253.600000          -1.336787           5.001821            -3.343185           31.427365           -0.000201           0.005469            
0.264593            263.600000          -1.361265           5.058352            -3.442878           31.782562           -0.000192           0.005845            
0.257966            273.600000          -1.386285           5.118749            -3.548023           32.162047           -0.000211           0.006227            
0.251971            283.600000          -1.415607           5.182518            -3.668205           32.562721           -0.000259           0.006495            
0.246459            293.600000          -1.451378           5.247898            -3.808341           32.973518           -0.000308           0.006546            
0.241293            303.600000          -1.491956           5.312883            -3.963295           33.381832           -0.000333           0.006436            
0.236396            313.600000          -1.533771           5.376507            -4.123165           33.781587           -0.000329           0.006289            
0.231743            323.600000          -1.573972           5.438765            -4.280231           34.172771           -0.000309           0.006169            
0.227328            333.600000          -1.611030           5.500001            -4.430333           34.557527           -0.000280           0.006084            
0.224623            340.000000          -1.632775           5.538816            -4.521818           34.801404           -0.000260           0.006047            


MODE NUMBER: 16, OMEGA: 4.435903.

Reduced Frequency   Velocity            Damping             Frequency           Real(Eig)           Imag(Eig)           Damp_Vder           Freq_Vder

8.991137            6.800000            -0.005795           4.434127            -0.012847           27.860440           -0.000067           -0.000240           
4.494067            13.600000           -0.011383           4.432645            -0.025228           27.851131           -0.000064           -0.000196           
2.588839            23.600000           -0.019223           4.430999            -0.042588           27.840789           -0.000061           -0.000133           
1.817936            33.600000           -0.026628           4.429986            -0.058980           27.834420           -0.000057           -0.000070           
1.400857            43.600000           -0.033608           4.429602            -0.074436           27.832012           -0.000054           -0.000007           
1.139566            53.600000           -0.040176           4.429848            -0.088986           27.833557           -0.000051           0.000056            
0.960578            63.600000           -0.046340           4.430721            -0.102660           27.839044           -0.000048           0.000118            
0.830327            73.600000           -0.052229           4.432121            -0.115742           27.847836           -0.000047           0.000158            
0.731286            83.600000           -0.058112           4.433822            -0.128829           27.858526           -0.000047           0.000180            
0.653431            93.600000           -0.064165           4.435681            -0.142309           27.870204           -0.000049           0.000190            
0.590615            103.600000          -0.070497           4.437608            -0.156418           27.882314           -0.000052           0.000194            
0.538862            113.600000          -0.077140           4.439568            -0.171234           27.894627           -0.000054           0.000198            
0.495490            123.600000          -0.084039           4.441582            -0.186634           27.907285           -0.000056           0.000205            
0.458618            133.600000          -0.091146           4.443674            -0.202512           27.920430           -0.000057           0.000214            
0.426891            143.600000          -0.098427           4.445860            -0.218795           27.934165           -0.000059           0.000224            
0.399304            153.600000          -0.105856           4.448153            -0.235433           27.948567           -0.000060           0.000235            
0.375100            163.600000          -0.113420           4.450561            -0.252392           27.963696           -0.000061           0.000247            
0.353694            173.600000          -0.121108           4.453092            -0.269652           27.979599           -0.000062           0.000259            
0.334629            183.600000          -0.128913           4.455752            -0.287203           27.996315           -0.000063           0.000273            
0.317544            193.600000          -0.136835           4.458546            -0.305044           28.013874           -0.000064           0.000286            
0.302146            203.600000          -0.144875           4.461480            -0.323179           28.032304           -0.000064           0.000300            
0.288199            213.600000          -0.153036           4.464556            -0.341620           28.051631           -0.000065           0.000315            
0.275509            223.600000          -0.161326           4.467778            -0.360384           28.071878           -0.000066           0.000330            
0.263914            233.600000          -0.169752           4.471150            -0.379493           28.093066           -0.000068           0.000345            
0.253279            243.600000          -0.178326           4.474676            -0.398977           28.115219           -0.000069           0.000360            
0.243492            253.600000          -0.187062           4.478359            -0.418867           28.138361           -0.000070           0.000376            
0.234456            263.600000          -0.195976           4.482204            -0.439201           28.162516           -0.000072           0.000393            
0.226089            273.600000          -0.205084           4.486214            -0.460024           28.187714           -0.000073           0.000409            
0.218320            283.600000          -0.214406           4.490395            -0.481384           28.213987           -0.000075           0.000427            
0.211089            293.600000          -0.223966           4.494754            -0.503335           28.241370           -0.000077           0.000445            
0.204342            303.600000          -0.233786           4.499295            -0.525936           28.269907           -0.000079           0.000464            
0.198034            313.600000          -0.243893           4.504028            -0.549252           28.299646           -0.000082           0.000483            
0.192125            323.600000          -0.254316           4.508962            -0.573350           28.330643           -0.000084           0.000504            
0.186578            333.600000          -0.265082           4.514106            -0.598305           28.362964           -0.000087           0.000525            
0.183204            340.000000          -0.272165           4.517515            -0.614755           28.384382           -0.000089           0.000540            


MODE NUMBER: 17, OMEGA: 4.683802.

Reduced Frequency   Velocity            Damping             Frequency           Real(Eig)           Imag(Eig)           Damp_Vder           Freq_Vder

9.492822            6.800000            -0.014227           4.681541            -0.033303           29.414987           -0.000161           -0.000301           
4.744549            13.600000           -0.027511           4.679704            -0.064373           29.403446           -0.000151           -0.000239           
2.733007            23.600000           -0.045694           4.677753            -0.106873           29.391186           -0.000139           -0.000151           
1.919169            33.600000           -0.062649           4.676674            -0.146494           29.384408           -0.000131           -0.000065           
1.478924            43.600000           -0.078716           4.676457            -0.184056           29.383049           -0.000125           0.000022            
1.203174            53.600000           -0.094181           4.677110            -0.220248           29.387150           -0.000121           0.000109            
1.014331            63.600000           -0.109311           4.678657            -0.255715           29.396866           -0.000120           0.000201            
0.876963            73.600000           -0.124492           4.681056            -0.291378           29.411944           -0.000123           0.000270            
0.772535            83.600000           -0.140496           4.683915            -0.329035           29.429903           -0.000132           0.000295            
0.690430            93.600000           -0.157843           4.686838            -0.369893           29.448269           -0.000144           0.000284            
0.624141            103.600000          -0.176755           4.689503            -0.414447           29.465015           -0.000157           0.000244            
0.569455            113.600000          -0.197223           4.691615            -0.462647           29.478284           -0.000168           0.000176            
0.523538            123.600000          -0.218884           4.693003            -0.513611           29.487009           -0.000176           0.000100            
0.484410            133.600000          -0.241144           4.693580            -0.565915           29.490631           -0.000178           0.000014            
0.450645            143.600000          -0.263237           4.693244            -0.617719           29.488524           -0.000173           -0.000082           
0.421190            153.600000          -0.284092           4.691951            -0.666472           29.480395           -0.000157           -0.000175           
0.395266            163.600000          -0.302328           4.689836            -0.708934           29.467106           -0.000131           -0.000240           
0.372301            173.600000          -0.316657           4.687366            -0.742144           29.451587           -0.000096           -0.000240           
0.351868            183.600000          -0.326705           4.685291            -0.765353           29.438554           -0.000065           -0.000162           
0.333620            193.600000          -0.333440           4.684276            -0.780964           29.432175           -0.000045           -0.000037           
0.317254            203.600000          -0.338433           4.684570            -0.792706           29.434019           -0.000036           0.000094            
0.302500            213.600000          -0.342942           4.686101            -0.803531           29.443640           -0.000036           0.000209            
0.289131            223.600000          -0.347734           4.688681            -0.815207           29.459852           -0.000040           0.000304            
0.276956            233.600000          -0.353199           4.692113            -0.828624           29.481415           -0.000047           0.000380            
0.265820            243.600000          -0.359497           4.696230            -0.844141           29.507286           -0.000054           0.000441            
0.255592            253.600000          -0.366669           4.700905            -0.861839           29.536654           -0.000061           0.000492            
0.246165            263.600000          -0.374692           4.706039            -0.881657           29.568912           -0.000067           0.000534            
0.237446            273.600000          -0.383514           4.711561            -0.903475           29.603609           -0.000073           0.000570            
0.229358            283.600000          -0.393074           4.717418            -0.927148           29.640413           -0.000079           0.000601            
0.221835            293.600000          -0.403308           4.723573            -0.952528           29.679084           -0.000084           0.000629            
0.214820            303.600000          -0.414154           4.729998            -0.979475           29.719453           -0.000089           0.000655            
0.208263            313.600000          -0.425557           4.736674            -1.007863           29.761403           -0.000093           0.000680            
0.202122            323.600000          -0.437467           4.743591            -1.037583           29.804862           -0.000097           0.000703            
0.196359            333.600000          -0.449843           4.750742            -1.068544           29.849791           -0.000100           0.000727            
0.192853            340.000000          -0.458009           4.755437            -1.089015           29.879291           -0.000102           0.000742            


MODE NUMBER: 18, OMEGA: 4.714269.

Reduced Frequency   Velocity            Damping             Frequency           Real(Eig)           Imag(Eig)           Damp_Vder           Freq_Vder

9.557783            6.800000            -0.009810           4.713577            -0.023121           29.616279           -0.000115           -0.000094           
4.778299            13.600000           -0.019682           4.712993            -0.046381           29.612611           -0.000116           -0.000078           
2.753204            23.600000           -0.034304           4.712321            -0.080825           29.608389           -0.000117           -0.000056           
1.933614            33.600000           -0.049051           4.711873            -0.115561           29.605574           -0.000118           -0.000034           
1.490054            43.600000           -0.063927           4.711649            -0.150600           29.604163           -0.000119           -0.000011           
1.212058            53.600000           -0.078933           4.711649            -0.185953           29.604162           -0.000120           0.000011            
1.021532            63.600000           -0.094074           4.711875            -0.221633           29.605583           -0.000121           0.000034            
0.882821            73.600000           -0.109349           4.712320            -0.257644           29.608381           -0.000122           0.000054            
0.777320            83.600000           -0.124733           4.712928            -0.293929           29.612202           -0.000123           0.000067            
0.694380            93.600000           -0.140202           4.713650            -0.330432           29.616737           -0.000123           0.000077            
0.627462            103.600000          -0.155740           4.714457            -0.367116           29.621805           -0.000124           0.000084            
0.572334            113.600000          -0.171339           4.715331            -0.403959           29.627296           -0.000124           0.000090            
0.526133            123.600000          -0.186995           4.716267            -0.440958           29.633177           -0.000125           0.000097            
0.486855            133.600000          -0.202711           4.717266            -0.478120           29.639457           -0.000125           0.000103            
0.453053            143.600000          -0.218491           4.718332            -0.515456           29.646153           -0.000126           0.000110            
0.423660            153.600000          -0.234339           4.719467            -0.552977           29.653285           -0.000126           0.000117            
0.397866            163.600000          -0.250259           4.720676            -0.590696           29.660880           -0.000127           0.000125            
0.375049            173.600000          -0.266256           4.721963            -0.628625           29.668966           -0.000128           0.000133            
0.354725            183.600000          -0.282333           4.723333            -0.666776           29.677575           -0.000128           0.000141            
0.336506            193.600000          -0.298493           4.724792            -0.705159           29.686741           -0.000129           0.000151            
0.320083            203.600000          -0.314741           4.726345            -0.743787           29.696504           -0.000130           0.000160            
0.305205            213.600000          -0.331078           4.728001            -0.782668           29.706906           -0.000130           0.000171            
0.291664            223.600000          -0.347506           4.729765            -0.821811           29.717992           -0.000131           0.000182            
0.279290            233.600000          -0.364027           4.731646            -0.861225           29.729811           -0.000132           0.000194            
0.267938            243.600000          -0.380643           4.733653            -0.900916           29.742416           -0.000133           0.000207            
0.257489            253.600000          -0.397353           4.735793            -0.940891           29.755862           -0.000133           0.000221            
0.247840            263.600000          -0.414157           4.738076            -0.981154           29.770208           -0.000134           0.000236            
0.238905            273.600000          -0.431054           4.740512            -1.021708           29.785518           -0.000135           0.000252            
0.230607            283.600000          -0.448042           4.743113            -1.062556           29.801857           -0.000136           0.000269            
0.222883            293.600000          -0.465118           4.745888            -1.103700           29.819295           -0.000136           0.000287            
0.215676            303.600000          -0.482280           4.748850            -1.145138           29.837903           -0.000137           0.000306            
0.208938            313.600000          -0.499524           4.752010            -1.186871           29.857759           -0.000138           0.000326            
0.202625            323.600000          -0.516845           4.755381            -1.228897           29.878939           -0.000138           0.000348            
0.196699            333.600000          -0.534238           4.758975            -1.271214           29.901525           -0.000139           0.000371            
0.193095            340.000000          -0.545365           4.761388            -1.298348           29.916686           -0.000139           0.000387            


MODE NUMBER: 19, OMEGA: 5.295294.

Reduced Frequency   Velocity            Damping             Frequency           Real(Eig)           Imag(Eig)           Damp_Vder           Freq_Vder

10.733294           6.800000            -0.008465           5.293300            -0.022405           33.258783           -0.000097           -0.000272           
5.364908            13.600000           -0.016627           5.291584            -0.043992           33.248004           -0.000094           -0.000233           
3.090447            23.600000           -0.028120           5.289539            -0.074371           33.235152           -0.000089           -0.000177           
2.170053            33.600000           -0.039077           5.288032            -0.103321           33.225686           -0.000085           -0.000125           
1.672018            43.600000           -0.049565           5.287034            -0.131027           33.219414           -0.000082           -0.000075           
1.359942            53.600000           -0.059650           5.286518            -0.157671           33.216174           -0.000079           -0.000028           
1.146103            63.600000           -0.069404           5.286464            -0.183450           33.215830           -0.000077           0.000017            
0.990455            73.600000           -0.078909           5.286852            -0.208590           33.218273           -0.000075           0.000061            
0.872110            83.600000           -0.088282           5.287642            -0.233403           33.223232           -0.000074           0.000095            
0.779094            93.600000           -0.097675           5.288714            -0.258287           33.229968           -0.000075           0.000118            
0.704059            103.600000          -0.107201           5.289968            -0.283545           33.237851           -0.000077           0.000132            
0.642246            113.600000          -0.116947           5.291326            -0.309401           33.246380           -0.000079           0.000138            
0.590440            123.600000          -0.126981           5.292715            -0.336037           33.255109           -0.000081           0.000138            
0.546385            133.600000          -0.137370           5.294076            -0.363623           33.263660           -0.000084           0.000133            
0.508460            143.600000          -0.148195           5.295365            -0.392373           33.271760           -0.000088           0.000124            
0.475462            153.600000          -0.159552           5.296535            -0.422537           33.279112           -0.000093           0.000109            
0.446484            163.600000          -0.171550           5.297533            -0.454397           33.285378           -0.000098           0.000089            
0.420825            173.600000          -0.184309           5.298293            -0.488261           33.290158           -0.000105           0.000062            
0.397938            183.600000          -0.197958           5.298741            -0.524464           33.292974           -0.000113           0.000026            
0.377386            193.600000          -0.212637           5.298784            -0.563358           33.293243           -0.000121           -0.000020           
0.358818            203.600000          -0.228486           5.298307            -0.605296           33.290244           -0.000131           -0.000078           
0.341946            213.600000          -0.245644           5.297165            -0.650608           33.283068           -0.000142           -0.000153           
0.326531            223.600000          -0.264221           5.295173            -0.699548           33.270551           -0.000154           -0.000249           
0.312370            233.600000          -0.284273           5.292092            -0.752200           33.251195           -0.000165           -0.000372           
0.299294            243.600000          -0.305731           5.287615            -0.808294           33.223065           -0.000176           -0.000530           
0.287152            253.600000          -0.328276           5.281355            -0.866871           33.183731           -0.000182           -0.000730           
0.275814            263.600000          -0.351110           5.272865            -0.925678           33.130389           -0.000179           -0.000975           
0.265174            273.600000          -0.372624           5.261757            -0.980330           33.060596           -0.000160           -0.001249           
0.255155            283.600000          -0.390236           5.248013            -1.023982           32.974241           -0.000116           -0.001492           
0.245730            293.600000          -0.401087           5.232383            -1.049321           32.876034           -0.000053           -0.001606           
0.236911            303.600000          -0.403751           5.216399            -1.053063           32.775602           0.000008            -0.001556           
0.228703            313.600000          -0.399754           5.201542            -1.039668           32.682255           0.000050            -0.001409           
0.221070            323.600000          -0.391946           5.188273            -1.016761           32.598880           0.000071            -0.001252           
0.213953            333.600000          -0.382407           5.176423            -0.989750           32.524425           0.000079            -0.001125           
0.209644            340.000000          -0.376076           5.169475            -0.972058           32.480769           0.000080            -0.001063           


MODE NUMBER: 20, OMEGA: 5.829901.

Reduced Frequency   Velocity            Damping             Frequency           Real(Eig)           Imag(Eig)           Damp_Vder           Freq_Vder

11.815437           6.800000            -0.014944           5.826976            -0.043540           36.611972           -0.000173           -0.000379           
5.905452            13.600000           -0.029657           5.824741            -0.086373           36.597924           -0.000171           -0.000278           
3.401948            23.600000           -0.050926           5.822697            -0.148264           36.585083           -0.000168           -0.000131           
2.389230            33.600000           -0.071824           5.822129            -0.209085           36.581514           -0.000165           0.000017            
1.841528            43.600000           -0.092423           5.823036            -0.269091           36.587211           -0.000163           0.000164            
1.498573            53.600000           -0.112791           5.825421            -0.328527           36.602197           -0.000161           0.000313            
1.263788            63.600000           -0.132993           5.829291            -0.387627           36.626519           -0.000160           0.000462            
1.093083            73.600000           -0.153091           5.834659            -0.446616           36.660244           -0.000160           0.000612            
0.963466            83.600000           -0.173146           5.841536            -0.505719           36.703450           -0.000160           0.000763            
0.861757            93.600000           -0.193289           5.849859            -0.565356           36.755751           -0.000161           0.000900            
0.779858            103.600000          -0.213723           5.859490            -0.626154           36.816262           -0.000164           0.001025            
0.712525            113.600000          -0.234599           5.870340            -0.688588           36.884433           -0.000168           0.001144            
0.656219            123.600000          -0.256025           5.882362            -0.753016           36.959974           -0.000173           0.001260            
0.608460            133.600000          -0.278081           5.895537            -0.819719           37.042752           -0.000178           0.001375            
0.567464            143.600000          -0.300824           5.909862            -0.888914           37.132759           -0.000184           0.001491            
0.531911            153.600000          -0.324272           5.925363            -0.960715           37.230152           -0.000189           0.001610            
0.500807            163.600000          -0.348435           5.942071            -1.035213           37.335133           -0.000195           0.001732            
0.473384            173.600000          -0.373324           5.960016            -1.112507           37.447884           -0.000201           0.001857            
0.449043            183.600000          -0.398951           5.979224            -1.192709           37.568571           -0.000207           0.001985            
0.427308            193.600000          -0.425332           5.999718            -1.275937           37.697340           -0.000213           0.002114            
0.407797            203.600000          -0.452485           6.021519            -1.362324           37.834322           -0.000219           0.002246            
0.390198            213.600000          -0.480429           6.044646            -1.452010           37.979632           -0.000226           0.002380            
0.374256            223.600000          -0.509184           6.069115            -1.545148           38.133372           -0.000232           0.002514            
0.359759            233.600000          -0.538775           6.094939            -1.641901           38.295629           -0.000239           0.002651            
0.346530            243.600000          -0.569229           6.122130            -1.742446           38.466480           -0.000246           0.002788            
0.334419            253.600000          -0.600573           6.150701            -1.846971           38.645991           -0.000253           0.002926            
0.323299            263.600000          -0.632838           6.180658            -1.955678           38.834222           -0.000261           0.003065            
0.313063            273.600000          -0.666059           6.212013            -2.068783           39.031228           -0.000268           0.003206            
0.303617            283.600000          -0.700270           6.244772            -2.186513           39.237063           -0.000276           0.003347            
0.294881            293.600000          -0.735509           6.278946            -2.309111           39.451782           -0.000285           0.003488            
0.286784            303.600000          -0.771816           6.314544            -2.436833           39.675449           -0.000293           0.003631            
0.279268            313.600000          -0.809232           6.351577            -2.569951           39.908138           -0.000302           0.003776            
0.272278            323.600000          -0.847800           6.390062            -2.708746           40.149941           -0.000312           0.003922            
0.265767            333.600000          -0.887562           6.430015            -2.853517           40.400976           -0.000321           0.004070            
0.261833            340.000000          -0.913656           6.456367            -2.949449           40.566550           -0.000328           0.004166            



                    FINAL RESULTS

FLUTTER NOT FOUND
DIVERGENCE NOT FOUND
