26 26 

                   0                   0
   0.002400000000000   0.009840940000000
   0.004700000000000   0.011924800000000
   0.009300000000000   0.015495800000000
   0.021200000000000   0.022533000000000
   0.045600000000000   0.033125300000000
   0.070400000000000   0.041329900000000
   0.095400000000000   0.048141800000000
   0.145600000000000   0.059179500000000
   0.196100000000000   0.067431800000000
   0.246700000000000   0.073695000000000
   0.297400000000000   0.078267200000000
   0.348300000000000   0.081148400000000
   0.409200000000000   0.082517600000000
   0.450200000000000   0.082236200000000
   0.501500000000000   0.079646700000000
   0.552600000000000   0.074571300000000
   0.603100000000000   0.067607500000000
   0.653100000000000   0.058954000000000
   0.702800000000000   0.049306600000000
   0.752400000000000   0.039460500000000
   0.801800000000000   0.029316400000000
   0.851200000000000   0.019271800000000
   0.900600000000000   0.010420600000000
   0.950200000000000   0.002961340000000
   1.000000000000000  -0.002012010000000 
 0 0
 0.0076 -0.00767311 
 0.0103 -0.00887197 
 0.0157 -0.0108719 
 0.0288 -0.0143791 
 0.0544 -0.0193037 
 0.0796 -0.0227358 
 0.1046 -0.0254713 
 0.1544 -0.0295496 
 0.2039 -0.0324339 
 0.2533 -0.0345223 
 0.3026 -0.0358149 
 0.3517 -0.0366099 
 0.4008 -0.0368081 
 0.4498 -0.03631 
 0.4985 -0.0348167 
 0.5474 -0.0324288 
 0.5969 -0.0292465 
 0.6469 -0.0251701 
 0.6972 -0.020597 
 0.7476 -0.0162231 
 0.7982 -0.0117501 
 0.8488 -0.00747602 
 0.8994 -0.00419646 
 0.9498 -0.00210991 
 1 -0.00201201 
